Combination,Count,Dates
2-33-37-39-43-nan-nan,1,20/05/1999
2-33-36-44-45-nan-nan,1,29/09/2011
2-30-35-40-41-nan-nan,1,26/10/2000
2-3.0-5-9-12-19-nan,1,29/06/2017
2-3-9-27-35-nan-nan,1,23/04/1998
2-3-7.0-17-20.0-22-23,1,07/01/2021
2-3-6-8-17.0-20-23.0,1,09/09/2021
2-3-6-13-20.0-23-34.0,1,09/06/2022
2-3-5-14-18.0-20-30.0,1,06/06/2024
2-3-5-11-14.0-20.0-31,1,14/04/2022
2-3-4-32-39-nan-nan,1,06/11/1997
2-4.0-5-7-8-29.0-34,1,01/12/2022
2-4.0-23-26-30-33-nan,1,09/05/2013
2-4-8-36-43-nan-nan,1,12/06/2003
2-4-8-24-32-nan-nan,1,03/07/2003
2-4-7.0-10-12-18-34.0,1,27/10/2022
2-4-7-17-25-28.0-34.0,1,28/06/2018
2-4-6-8.0-9-11-33.0,1,02/05/2019
2-4-6-8.0-18.0-22-30,1,14/12/2023
2-4-6-23-28.0-32-nan,1,05/03/2015
2-4-5.0-7-13-23-25.0,1,02/05/2024
2-4-5-7-11.0-13-14.0,1,28/02/2019
2-4-5-13-38-nan-nan,1,05/11/2009
2-4-21-24-28-nan-nan,1,22/11/2001
2-4-16-31-34-nan-nan,1,29/12/2011
2-4-15-25-40-nan-nan,1,03/11/2005
2-4-15-24-30-nan-nan,1,30/09/2010
2-5-7-28-34-nan-nan,1,17/03/2011
2-5-6-11-23-28.0-nan,1,27/08/2015
2-5-6-10-12-24.0-25.0,1,27/05/2021
2-5-31-41-43-nan-nan,1,16/02/2012
2-5-21.0-26-27-28-nan,1,28/03/2013
2-5-20-29-44-nan-nan,1,11/06/2009
2-5-20-21-38-nan-nan,1,01/11/2001
2-5-18-22-44-nan-nan,1,03/11/2011
2-5-18-19-32-nan-nan,1,17/05/2007
2-5-16-25-30-32.0-34.0,1,11/01/2024
2-5-13-36-43-nan-nan,1,30/06/2005
2-5-13-14-42-nan-nan,1,07/04/2011
2-5-11.0-18-25-39-nan,1,16/07/2015
2-5-11-21-38-nan-nan,1,05/06/2008
2-5-11-15-22-nan-nan,1,12/11/2009
2-5-10-29-45-nan-nan,1,22/03/2012
2-7-12-20-41-nan-nan,1,10/06/1999
2-7-12-17-18-nan-nan,1,23/07/2009
2-7-11-19-21-25.0-nan,1,03/12/2015
2-6.0-8.0-12-22-24-32,1,03/11/2022
2-6.0-8-13-31-36-nan,1,13/10/2016
2-6.0-7-9-21-22.0-25,1,17/10/2019
2-6-9-17.0-25-26-32.0,1,13/06/2024
2-6-9-10-29-nan-nan,1,15/04/1999
2-6-8.0-10.0-21-27-30,1,01/08/2024
2-6-7-14.0-16-29-31.0,1,14/06/2018
2-6-16-21.0-27-30-35.0,1,17/10/2024
2-6-15-22-30-nan-nan,1,20/12/2001
2-6-14-22-41-nan-nan,1,16/06/2005
2-6-11-17-20-nan-nan,1,22/11/2012
2-5-9.0-13-24-31-35.0,1,21/06/2018
2-5-7-36-38-nan-nan,1,14/08/1997
2-8-26-40-42-nan-nan,1,26/07/2007
2-8-17-38-42-nan-nan,1,02/04/1998
2-8-13-22-35-nan-nan,1,12/12/1996
2-7.0-16-18-23-25-29.0,1,15/11/2018
2-7.0-14-18-24.0-25-27,1,30/09/2021
2-7-9.0-15.0-27-31-32,1,15/10/2020
2-7-9-23.0-32-40-nan,1,17/12/2015
2-7-9-10-22.0-31-35.0,1,23/06/2022
2-7-8.0-9-10-26-30.0,1,19/08/2021
2-7-8-27-45-nan-nan,1,06/01/2000
2-7-8-16-26-nan-nan,1,12/05/2011
2-7-17-25-28-nan-nan,1,02/08/2012
2-7-17-21.0-27-32-35.0,1,27/06/2019
2-7-16-17-25.0-32-nan,1,24/03/2016
2-7-15.0-21.0-24-31-35,1,02/02/2023
2-7-13.0-17-19-23-25.0,1,17/03/2022
2.0-3-17-19-20-33-nan,1,20/08/2015
2.0-16-17-21-36-38-nan,1,27/10/2016
2.0-13-18-20-31-34.0-35,1,04/05/2023
2.0-12-16-17.0-26-30-35,1,05/05/2022
2.0-10-19-25-31-39-nan,1,02/06/2016
2-9.0-17-29-31-33-nan,1,28/01/2016
2-9.0-13-24.0-28-29-33,1,13/01/2022
2-9.0-10-20-32-33-nan,1,26/06/2014
2-9-25.0-27-32-34-nan,1,23/04/2015
2-9-22-25-42-nan-nan,1,23/02/2006
2-9-17-30-39-nan-nan,1,22/12/2011
2-9-12-14-22-nan-nan,1,05/04/2007
2-9-11-13-20-25.0-31.0,1,15/06/2023
2-8.0-9-20-24-31-nan,1,28/04/2016
2-8.0-9-10-19-23-29.0,1,10/09/2020
2-8-27-30-42-nan-nan,1,23/05/1996
2.0-8.0-17-19-23-29-35,1,24/01/2019
2.0-7-8-9-24.0-25-26,1,21/07/2022
2.0-7-8-11.0-31-33-35,1,06/06/2019
2.0-7-11-17-27.0-28-30,1,21/10/2021
2.0-6-9.0-14-18-28-29,1,23/08/2018
2.0-6-8-10.0-17-20-30,1,20/09/2018
2.0-6-18-29-30.0-33-34,1,04/02/2021
2.0-5-9-11.0-23-25-33,1,25/04/2019
2.0-5-8-17-20.0-24-27,1,14/03/2019
2.0-5-7-8-11.0-14-18,1,20/05/2021
2.0-5-7-14-25-29-32.0,1,13/02/2020
2.0-5-6-10-17-19.0-31,1,14/09/2023
2.0-5-13-16-23-38-nan,1,19/11/2015
2.0-4-6-8-20-24-30.0,1,07/03/2024
2.0-4-22-23-24-25.0-29,1,19/07/2018
2.0-3-9.0-21-25-27-35,1,02/01/2020
20.0-25-29-32-33-34-nan,1,18/04/2013
20.0-24-26-27-35-38-nan,1,01/02/2018
20-26-41-44-45-nan-nan,1,04/10/2012
20-26-28-36-39-nan-nan,1,08/12/2011
20-26-27-34-41-nan-nan,1,11/07/2002
20-24-27-30-35-nan-nan,1,03/08/2006
20-23.0-28-31-35-40-nan,1,02/02/2017
20-23-26-31-39-nan-nan,1,26/08/2004
20-22-36-37-39-nan-nan,1,05/04/2012
20-22-33-37-44-nan-nan,1,16/07/1998
20-22-25-36-44-nan-nan,1,06/12/2007
20-21.0-24-26-28-38-nan,1,06/03/2014
20-21-32-33-40-nan-nan,1,27/02/1997
20-21-26-34-44-nan-nan,1,02/07/2009
20-21-26-28-36-nan-nan,1,10/07/1997
2.0-9-10.0-13-22-31-35,1,15/09/2022
23-24-26-30-35-nan-nan,1,03/01/2013
22-33-37-39-45-nan-nan,1,27/04/2000
22-29-30-33-45-nan-nan,1,18/09/1997
22-25-36-41-44-nan-nan,1,08/08/1996
22-25-26-37-40-nan-nan,1,02/09/2004
22-24-34-42-44-nan-nan,1,13/01/2011
21-26-33-36-37-nan-nan,1,18/12/2008
21-26-29-38-43-nan-nan,1,23/10/2003
21-23-30-40-42-nan-nan,1,15/06/2006
21-23-25-27-33-nan-nan,1,21/09/2000
21-22.0-29-36-38-39-nan,1,10/04/2014
21-22.0-27-30.0-31-33-34,1,04/01/2024
21-22-28-32-37-nan-nan,1,03/04/2008
21-22-27-34-44-nan-nan,1,07/02/2002
21-22-26-31-35-38.0-nan,1,30/11/2017
21-22-24-30-42-nan-nan,1,03/07/1997
26-27-34-38-42-nan-nan,1,08/01/2004
25-37-40-42-43-nan-nan,1,13/06/1996
25-35-37-41-45-nan-nan,1,23/12/1999
25-33-34-37-38-nan-nan,1,17/09/1998
25-32-35-37-40-nan-nan,1,24/01/2008
25-26-29.0-31-37-39-nan,1,28/05/2015
24-33-34-36-38-nan-nan,1,24/05/2007
24-30-34-36-42-nan-nan,1,14/08/2003
24-27-32-41-45-nan-nan,1,16/04/2009
24-25-32-37-42-nan-nan,1,31/03/2005
23-36-37-38-39-nan-nan,1,18/02/2010
23-29-40-42-44-nan-nan,1,09/11/2006
23-29-30-35-43-nan-nan,1,19/01/2006
23-26-37-41-44-nan-nan,1,30/12/1999
23-26-36-39-45-nan-nan,1,02/09/2010
23-24-27-39-44-nan-nan,1,05/06/1997
3-10-18-24-30-nan-nan,1,25/12/2003
3-10-16-24-26-nan-nan,1,07/06/2012
3-10-14.0-15-23-30-35.0,1,29/04/2021
3-10-14-23-44-nan-nan,1,11/12/1997
3-10-13-16.0-20.0-29-33,1,23/12/2021
3-10-11.0-16-34-35-nan,1,18/09/2014
29-31-33-36-38-nan-nan,1,29/06/2006
29-30-31-37-41-nan-nan,1,19/04/2001
28-31-32-33-43-nan-nan,1,17/06/2010
27-35-37-39-42-nan-nan,1,27/04/2006
27-34-39-41-44-nan-nan,1,10/05/2007
26-36-38-40-45-nan-nan,1,22/09/2005
26-35-40-42-43-nan-nan,1,27/11/2003
26-31-32-39-40-nan-nan,1,22/07/2010
26-29-30-44-45-nan-nan,1,22/07/1999
26-27.0-28-31-36-38-nan,1,03/07/2014
3-11-20-27-37-nan-nan,1,30/07/1998
3-11-19-28-35-nan-nan,1,30/10/2003
3-11-19-26-39-nan-nan,1,06/03/2008
3-11-17-24-29.0-37-nan,1,16/06/2016
3-11-17-22-27-nan-nan,1,06/07/2000
3-11-16-35-44-nan-nan,1,12/03/2009
3-11-16-20-25-nan-nan,1,13/12/2007
3-11-14-27-31-nan-nan,1,02/12/2010
3-11-14-24.0-28-35-nan,1,07/09/2017
3-11-13.0-14-18-22-nan,1,01/09/2016
3-11-13-19-38-nan-nan,1,02/03/2000
3-10.0-18-22-29.0-30-34,1,12/01/2023
3-10-30-42-43-nan-nan,1,14/11/1996
3-10-21-34-44-nan-nan,1,30/11/2006
3-10-19-35-38-nan-nan,1,29/11/2012
3-10-19-24-37-nan-nan,1,08/10/1998
3-15-21-30.0-32-33-nan,1,03/09/2015
3-15-18-33-39-nan-nan,1,05/10/2000
3-14-23-30-40-nan-nan,1,10/01/2008
3-14-20-22-38-nan-nan,1,23/08/2007
3-14-19-33-44-nan-nan,1,23/12/2010
3-14-18-23-30-nan-nan,1,25/10/2001
3-14-16-21-42-nan-nan,1,08/08/2002
3-13-27-31.0-32-33-35.0,1,16/08/2018
3-13-18-21-29-nan-nan,1,12/08/2010
3-13-16.0-19-22.0-25-30,1,18/02/2021
3-13-16-26-40-nan-nan,1,22/03/2001
3-13-14-30-33-nan-nan,1,04/06/2009
3-11.0-17-19-27-29-30.0,1,13/07/2023
3-11.0-16-17-25-26.0-32,1,15/07/2021
3-11-22-23-31-nan-nan,1,24/07/2008
3-11-21-22.0-24-28.0-32,1,04/10/2018
3-24-29-34-39-nan-nan,1,06/01/2005
3-24-28-30-44-nan-nan,1,11/06/1998
3-23-32-33-36-nan-nan,1,01/09/2011
3-23-30-31-40-nan-nan,1,30/01/2003
3-22-30-36-40-nan-nan,1,18/12/2003
3-22-26-32.0-34-38-nan,1,21/03/2013
3-22-24-25-32-nan-nan,1,08/09/2011
3-21-34-35-38-nan-nan,1,04/05/2000
3-19-27-35-41-nan-nan,1,14/10/2010
3-19-21.0-30.0-32-34-35,1,19/01/2023
3-18-25.0-30-32.0-33-34,1,16/12/2021
3-17.0-20-28.0-29-32-34,1,25/04/2024
3-16-24-26-40-nan-nan,1,14/06/2001
3-16-21-26-31-nan-nan,1,07/06/2007
3-16-18-30-34-nan-nan,1,10/07/2008
3-15-30-33-39-nan-nan,1,20/06/1996
3-4-8-16.0-21-33-nan,1,04/06/2015
3-4-7-27-36.0-38-nan,1,19/02/2015
3-4-6-9-41-nan-nan,1,29/03/2012
3-4-6-29-34-39.0-nan,1,29/08/2013
3-4-6-24-25.0-31-nan,1,29/12/2016
3-4-6-19-35-nan-nan,1,08/03/2001
3-4-5.0-7.0-11-19-28,1,17/09/2020
3-4-5-6.0-14.0-22-23,1,22/06/2023
3-4-23.0-30-32-33-nan,1,02/11/2017
3-4-15-33-41-nan-nan,1,28/01/1999
3-4-12.0-16.0-21-25-27,1,21/02/2019
3-4-10-25-28-32.0-nan,1,27/06/2013
3-4-10-22-33-nan-nan,1,21/05/1998
3-34-37-40-41-nan-nan,1,22/05/2003
3-27-32-40-41-nan-nan,1,07/06/2001
3-24-31-40-44-nan-nan,1,20/11/2008
3-5-16.0-19-26.0-31-32,1,10/02/2022
3-5-16-17-27-40.0-nan,1,01/10/2015
3-5-14-24-44-nan-nan,1,28/02/2013
3-5-13-24-25.0-31-33.0,1,29/02/2024
3-5-13-20-37.0-38-nan,1,08/12/2016
3-5-13-19-33-nan-nan,1,30/01/1997
3-5-12-35-45-nan-nan,1,04/09/2003
3-5-12-31-44-nan-nan,1,04/12/1997
3-5-10.0-22-32-37-nan,1,27/11/2014
3-4.0-9-31-37-38-nan,1,13/03/2014
3-4.0-8-17-19-33-nan,1,26/11/2015
3-4.0-7-9-24.0-29-31,1,09/01/2020
3-4.0-6-12-13-20-nan,1,22/05/2014
3-4.0-10-12.0-15-26-34,1,01/09/2022
3-4-9-22-26-nan-nan,1,11/09/2008
3-4-8.0-11-14.0-19-22,1,05/10/2023
3-6-30-32-42-nan-nan,1,06/06/2002
3-6-18-32.0-35-37-nan,1,29/01/2015
3-6-18-29-37-nan-nan,1,10/05/2012
3-6-16-29-44-nan-nan,1,16/03/2000
3-6-15-35-43-nan-nan,1,03/01/2002
3-6-14-33-36-nan-nan,1,31/12/2009
3-6-10-11.0-21-23-34.0,1,14/02/2019
3-5.0-6-14-20-26-33.0,1,06/12/2018
3-5.0-14-15-17.0-22-32,1,10/11/2022
3-5-7-10.0-15-30-34.0,1,07/04/2022
3-5-7-10.0-13-22-nan,1,06/02/2014
3-5-6-11-24.0-26.0-30,1,23/02/2023
3-5-38-41-45-nan-nan,1,20/09/2001
3-5-29-40-41-nan-nan,1,19/08/2010
3-5-23-29-38-nan-nan,1,17/04/1997
3-5-17.0-20-22-29-33.0,1,29/11/2018
3-7-20-21.0-25-30-31.0,1,26/11/2020
3-7-16-25.0-35-39-nan,1,26/12/2013
3-7-12-16-34-nan-nan,1,04/07/1996
3-7-11-33-34-nan-nan,1,23/12/2004
3-7-10-24.0-28-31.0-34,1,10/01/2019
3-6.0-7-14.0-18-32-35,1,23/04/2020
3-6.0-13-14.0-16-28-30,1,07/07/2022
3-6.0-12.0-15-18-28-29,1,16/06/2022
3-6.0-11-18-33-36-nan,1,16/11/2017
3-6.0-11-14-17-35-nan,1,05/06/2014
3-6-9-13-30.0-35-nan,1,24/08/2017
3-6-8-27-45-nan-nan,1,12/09/1996
3-6-8-22-34-nan-nan,1,28/10/2010
3-6-8-13-27-nan-nan,1,25/01/2001
3-6-7.0-11-19-20.0-33,1,18/05/2023
3-6-7-24-38-nan-nan,1,12/02/2004
3-8-9-26-28-nan-nan,1,01/05/2008
3-8-9-24-42-nan-nan,1,27/05/2004
3-8-9-12.0-15-18-28.0,1,11/05/2023
3-8-25-39-41-nan-nan,1,24/11/2005
3-8-20-28-36-nan-nan,1,12/07/2012
3-8-19-38-44-nan-nan,1,11/08/2005
3-8-16-19-43-nan-nan,1,22/02/2001
3-8-16-17-24.0-38-nan,1,04/08/2016
3-8-15-29-31-nan-nan,1,25/11/1999
3-8-13-33-37-nan-nan,1,08/11/2001
3-8-13-15-28-nan-nan,1,16/05/2002
3-8-11-12-32-nan-nan,1,04/09/2008
3-8-10-14-26-nan-nan,1,29/05/1997
3-7.0-9-16-17-28-32.0,1,23/07/2020
3-7-9-22-30-nan-nan,1,19/01/2012
3-7-9-18-36-nan-nan,1,17/11/2005
3.0-4.0-6-14-17-28-35,1,06/10/2022
3.0-4.0-12-13-14-21-24,1,08/04/2021
3.0-4-8-22-23-24.0-31,1,14/05/2020
3.0-17-22.0-28-29-32-34,1,16/03/2023
3.0-14-20-27.0-29-30-31,1,21/03/2019
3.0-14-17-28.0-29-33-34,1,22/11/2018
3-9.0-19-24-27-30-35.0,1,30/07/2020
3-9.0-16-17-21-22-34.0,1,25/11/2021
3-9-21.0-25-27-32-nan,1,23/07/2015
3-9-21-29-45-nan-nan,1,29/08/2002
3-9-21-29-39-nan-nan,1,17/04/2003
3-9-21-24-30-nan-nan,1,29/06/2000
3-9-16-25.0-26-31.0-34,1,17/05/2018
3-9-12-14.0-23-27-nan,1,15/08/2013
3-8.0-13-19-35-36-nan,1,18/01/2018
3-8.0-10-14-21.0-23-24,1,23/09/2021
4-10-12-13.0-20-26-34.0,1,17/06/2021
4-10-11-25-34-nan-nan,1,15/04/2004
4-10-11-16-18.0-23.0-24,1,22/08/2024
37-38-39-42-43-nan-nan,1,01/03/2012
35-36-37-40-43-nan-nan,1,12/07/2001
34-38-39-41-43-nan-nan,1,18/03/1999
33-34-38-39-41-nan-nan,1,25/07/2002
3.0-9-18-33-37-40-nan,1,18/08/2016
3.0-8-11-17-18-20-33.0,1,24/08/2023
3.0-8-11-16.0-28-32-35,1,09/02/2023
3.0-7.0-10-12-13-24-25,1,21/03/2024
3.0-7.0-10-12-13-21-33,1,07/11/2019
3.0-7-13.0-18-21-25-32,1,05/09/2024
3.0-7-10-11-17-26.0-35,1,22/08/2019
3.0-6-11-16-27-28-35.0,1,10/10/2019
3.0-5-15-20-34-35-nan,1,07/04/2016
4-11-21-25-43-nan-nan,1,24/02/2011
4-11-19-41-43-nan-nan,1,24/11/2011
4-11-17-22-36-nan-nan,1,03/06/2004
4-11-16-30-36-nan-nan,1,01/10/1998
4-11-14-26.0-29-36-nan,1,12/01/2017
4-11-13-32-44-nan-nan,1,07/08/2003
4-11-12-13-35-nan-nan,1,22/01/2009
4-10.0-15-25-27-28.0-32,1,27/01/2022
4-10.0-14-18-19.0-21-35,1,08/12/2022
4-10-23-34-37-39.0-nan,1,02/05/2013
4-10-23-24.0-26-34-nan,1,29/10/2015
4-10-21-24-42-nan-nan,1,06/09/2001
4-10-17-19-21.0-23.0-26,1,12/08/2021
4-10-16-26.0-29-39-nan,1,22/12/2016
4-10-16-24.0-34-40-nan,1,17/11/2016
4-10-14.0-16-17.0-19-34,1,20/06/2019
4-14-18-20.0-23-34-nan,1,07/01/2016
4-14-17-31-40-nan-nan,1,19/05/2011
4-13.0-18.0-25-27-29-34,1,07/10/2021
4-13-25-28-37-nan-nan,1,19/07/2001
4-13-25-28-36-nan-nan,1,19/06/1997
4-13-19-27.0-32-39-nan,1,10/10/2013
4-13-19-24-41-nan-nan,1,07/07/2011
4-13-17.0-28-34-36-nan,1,31/10/2013
4-13-17.0-18-22-26-nan,1,25/04/2013
4-13-16-22-26-nan-nan,1,15/11/2001
4-13-15-21-30-nan-nan,1,15/01/1998
4-12-22-26.0-29-37-nan,1,08/03/2018
4-12-20-32-39-nan-nan,1,05/01/2012
4-12-16-26-35-nan-nan,1,20/11/2003
4-12-14-17-43-nan-nan,1,16/06/2011
4-11-29-32-41-nan-nan,1,06/10/2005
4-19-21-23-36-nan-nan,1,07/11/1996
4-19-20-43-44-nan-nan,1,16/11/2006
4-18-29-30-35-nan-nan,1,13/03/2003
4-18-27-28-30-nan-nan,1,14/12/2006
4-18-22-29-32-nan-nan,1,03/12/2009
4-18-22-27-34-nan-nan,1,24/05/2012
4-17-27-28-29-nan-nan,1,04/11/1999
4-16-23-25-26-nan-nan,1,02/08/2001
4-16-18.0-30-39-40-nan,1,11/09/2014
4-16-18.0-23-25.0-31-32,1,12/07/2018
4-16-18.0-23-24-29-nan,1,01/08/2013
4-16-18-28-33-nan-nan,1,26/05/2005
4-15-23.0-29-34-39-nan,1,26/10/2017
4-14-23-24-33-nan-nan,1,31/01/2013
4-14-21-33-43-nan-nan,1,08/01/2009
4-14-21-31-33-nan-nan,1,31/05/2007
4-5-19-42-45-nan-nan,1,31/10/1996
4-5-16-24-28-nan-nan,1,14/09/2006
4-5-12-14.0-17-25-28.0,1,02/09/2021
4-5-11-27-28-nan-nan,1,17/10/2002
4-5-10-30-39-nan-nan,1,13/02/2003
4-32-39-42-44-nan-nan,1,28/03/2002
4-32-33-36-40-nan-nan,1,06/06/1996
4-28-30-33-42-nan-nan,1,30/03/2000
4-26-30-32-33-nan-nan,1,13/05/2010
4-24-33-34-45-nan-nan,1,22/01/2004
4-24-29-42-44-nan-nan,1,10/12/2009
4-24-27-32-35-39.0-nan,1,25/05/2017
4-24-26-28-29-nan-nan,1,08/10/2009
4-21-24-26-38-nan-nan,1,20/02/2003
4-19-27-31-41-nan-nan,1,31/12/1998
4-19-22-33-40-nan-nan,1,09/09/1999
4-6-16-20-25-nan-nan,1,17/11/2011
4-6-15.0-17-23-31-33.0,1,07/12/2023
4-5.0-9.0-16-17-29-33,1,17/12/2020
4-5.0-25-26.0-27-30-34,1,28/03/2019
4-5.0-12-26-32-38-nan,1,17/08/2017
4-5-8.0-17-18-26-31.0,1,19/09/2019
4-5-7.0-20-32-40-nan,1,14/04/2016
4-5-7-25-34-nan-nan,1,22/05/1997
4-5-7-22-41-nan-nan,1,27/11/1997
4-5-7-18-19.0-25.0-26,1,23/03/2023
4-5-7-14-19-28.0-nan,1,13/11/2014
4-5-7-12-23-nan-nan,1,19/10/2006
4-5-6-8-38-nan-nan,1,29/05/2008
4-5-25-35-37-nan-nan,1,30/12/2010
4-5-22-30-32-nan-nan,1,21/07/2011
4-5-19.0-26.0-27-30-33,1,02/12/2021
4-7-8-30-43-nan-nan,1,03/02/2011
4-7-22.0-23-26-33-35.0,1,29/07/2021
4-7-18-21-31-nan-nan,1,17/01/2002
4-7-12.0-17-24-35-nan,1,11/08/2016
4-7-12-20-31-nan-nan,1,10/12/1998
4-7-10-25-36-nan-nan,1,20/01/2000
4-6.0-9-22-23-24.0-26,1,29/12/2022
4-6.0-8-18-28.0-29-34,1,23/05/2024
4-6.0-11-16-21-37-nan,1,05/12/2013
4-6-9-13-20.0-23-27.0,1,07/03/2019
4-6-8-23-32.0-40-nan,1,12/03/2015
4-6-7-13-39-nan-nan,1,03/06/2010
4-6-38-39-41-nan-nan,1,18/10/2007
4-6-21-23-44-nan-nan,1,10/04/2003
4-6-20.0-22-31-33-nan,1,10/03/2016
4-6-16.0-18-20-28.0-31,1,18/07/2024
4-8-30-31-35-nan-nan,1,07/01/2010
4-8-29-40-41-nan-nan,1,25/06/1998
4-8-21-33-36-nan-nan,1,15/05/2003
4-8-20-42-44-nan-nan,1,21/01/2010
4-8-19-24-45-nan-nan,1,01/03/2001
4-8-18-28-36.0-39-nan,1,29/09/2016
4-8-15-32-38-nan-nan,1,23/11/2000
4-8-13-40-44-nan-nan,1,16/03/2006
4-8-12.0-16-25-31-32.0,1,25/08/2022
4-7.0-9.0-14-16-18-22,1,12/05/2022
4-7.0-9-10-12-24.0-32,1,19/09/2024
4-7.0-24-28-35-40-nan,1,11/04/2013
4-7-9.0-14-27.0-29-32,1,20/07/2023
4-7-9-19.0-20-29-nan,1,19/09/2013
4-7-8.0-20-23.0-29-32,1,08/08/2024
4-7-8.0-10-14-16-nan,1,29/03/2018
4.0-12-18-20-21-23-30.0,1,28/11/2019
4.0-11-18-20-22-26.0-33,1,17/01/2019
4.0-10-14-17.0-22-31-34,1,30/05/2019
4.0-10-12-13-18.0-20-23,1,21/09/2023
4-9.0-14-22-23-32-nan,1,07/07/2016
4-9-34-39-40-nan-nan,1,31/01/2008
4-9-20-37-40-nan-nan,1,15/07/2004
4-9-14.0-25-28-29.0-34,1,09/12/2021
4-9-14-35-41-nan-nan,1,04/03/1999
4-9-13-18-26-34.0-nan,1,16/10/2014
4-9-12-32-40-nan-nan,1,19/03/1998
4-9-11-23-43-nan-nan,1,25/07/1996
4-9-11-16.0-22.0-31-35,1,26/10/2023
4-9-11-12-21-29.0-32.0,1,24/12/2020
4-8.0-12-13-19-30-nan,1,17/10/2013
4-8-9-10.0-11-29.0-32,1,19/12/2019
5-10-13-14-44-nan-nan,1,31/05/2001
4.0-8.0-11-17-24-30-35,1,01/11/2018
4.0-8-9.0-11-14-19-20,1,10/12/2020
4.0-8-13-29-36-38-nan,1,02/01/2014
4.0-7-23-31-32-33.0-35,1,23/11/2023
4.0-6.0-20-21-24-25-30,1,11/04/2024
4.0-6-25-26-29-40-nan,1,20/02/2014
4.0-5-9-21-23-28.0-32,1,24/03/2022
4.0-5-9-13-25.0-32-33,1,19/04/2018
4.0-5-6-8-36-39-nan,1,04/12/2014
4.0-5-10-15-17-25-nan,1,04/05/2017
4.0-5-10-13-23-27-28.0,1,23/01/2020
4.0-5-10-12.0-13-18-34,1,09/08/2018
4.0-23-24-26-31-40-nan,1,16/05/2013
4.0-15-23-27-31-36-nan,1,27/07/2017
4.0-14-16-18-19-22-33.0,1,27/07/2023
5-13-15-16.0-19-29-35.0,1,10/03/2022
5-13-14-17-23-nan-nan,1,26/01/2012
5-12.0-15.0-19-27-29-33,1,13/04/2023
5-12-23-27-36-nan-nan,1,26/06/1997
5-12-21.0-27-29-39-nan,1,06/11/2014
5-12-13.0-18-25-40-nan,1,24/11/2016
5-11-27-28-35-nan-nan,1,11/11/2004
5-11-26-34-44-nan-nan,1,31/08/2006
5-11-24-28-40-nan-nan,1,04/03/2004
5-11-23-28-30-nan-nan,1,13/08/2009
5-11-22-37-45-nan-nan,1,22/09/2011
5-11-12-34-40-nan-nan,1,22/01/1998
5-11-12-21-31-nan-nan,1,25/03/2004
5-10-31-36-37-nan-nan,1,15/09/2011
5-10-22-35-43-nan-nan,1,21/05/2009
5-10-15.0-19-21.0-22-30,1,27/09/2018
5-15.0-24-27.0-30-32-35,1,14/03/2024
5-15-39-40-43-nan-nan,1,17/06/1999
5-15-35-38-39-nan-nan,1,05/11/1998
5-15-23-33-44-nan-nan,1,07/02/2013
5-15-23-29.0-30.0-34-35,1,09/11/2023
5-15-22.0-29-36-40-nan,1,12/09/2013
5-15-20-27.0-28-29-34.0,1,06/01/2022
5-15-17-18.0-19-26.0-29,1,09/05/2019
5-14.0-16-20-26-29-nan,1,06/06/2013
5-14-17-27-43-nan-nan,1,18/01/2007
5-14-16-20-29-nan-nan,1,30/09/1999
5-13-27.0-29-31-38-nan,1,14/05/2015
5-13-23-31-44-nan-nan,1,13/04/2000
5-13-20-26-31-nan-nan,1,08/06/2000
5-13-20-26-31-37.0-nan,1,15/01/2015
5-13-15-19-33-nan-nan,1,13/11/1997
5-19-33-37-41-nan-nan,1,15/03/2001
5-19-21-27-33-nan-nan,1,06/12/2012
5-18-38-39-43-nan-nan,1,11/01/2007
5-18-32-37-42-nan-nan,1,17/07/2008
5-18-27-31-42-nan-nan,1,25/04/2002
5-18-22-23-31-nan-nan,1,29/03/2007
5-18-20-24-45-nan-nan,1,02/05/2002
5-18-20-24-41-nan-nan,1,21/01/1999
5-17-39-40-43-nan-nan,1,15/07/2010
5-17-19-30-35-nan-nan,1,21/10/2010
5-16-29-35-36-nan-nan,1,04/02/2010
5-16-26-35-44-nan-nan,1,28/02/2008
5-16-23-24.0-31-37-nan,1,31/07/2014
5-16-17-32-33-nan-nan,1,21/10/1999
5-16-17-25-44-nan-nan,1,07/10/2010
5-16-17-18-22-nan-nan,1,10/07/2003
5-6-14-41-45-nan-nan,1,21/04/2005
5-6-14-16-35-nan-nan,1,03/03/2005
5-6-13.0-20-27-35-nan,1,08/10/2015
5-6-12.0-25-36-37-nan,1,15/02/2018
5-6-12-34-45-nan-nan,1,29/01/2004
5-30-32-34-45-nan-nan,1,08/03/2007
5-25-33-38-45-nan-nan,1,28/12/2000
5-25-30-31-37-nan-nan,1,10/11/2011
5-24-26-27-39-nan-nan,1,06/08/1998
5-24-25-27-34-nan-nan,1,11/01/2001
5-23-28-33-39-nan-nan,1,21/06/2012
5-21-35-40-43-nan-nan,1,31/07/2008
5-21-25-33-45-nan-nan,1,24/10/2002
5-20-24-30-36-nan-nan,1,28/11/1996
5-20-22-24-34-nan-nan,1,01/11/2007
5-20-21-27-41-nan-nan,1,09/07/1998
5-7-17.0-31-34-40-nan,1,23/03/2017
5-7-16-18-43-nan-nan,1,16/09/1999
5-7-15-19-25-nan-nan,1,07/12/2006
5-7-14-18-42-nan-nan,1,19/04/2012
